Time,Close_BTC,Volume_BTC,Close_BNB,Volume_BNB,Close_XMR,Volume_XMR,Close_BAT,Volume_BAT
2018-01-01 23:59:59.999,13380.00000000,8609.91584400,8.45000000,654338.84000000,,,,
2018-01-02 23:59:59.999,14675.11000000,20078.09211100,8.71500000,1262633.42000000,,,,
2018-01-03 23:59:59.999,14919.51000000,15905.66763900,9.30400000,947392.65000000,,,,
2018-01-04 23:59:59.999,15059.54000000,21329.64957400,9.14300000,964494.94000000,,,,
2018-01-05 23:59:59.999,16960.39000000,23251.49112500,14.89080000,2764977.04000000,,,,
2018-01-06 23:59:59.999,17069.79000000,18571.45750800,22.60000000,3130487.22000000,,,,
2018-01-07 23:59:59.999,16150.03000000,12493.12555800,18.59400000,1543764.49000000,,,,
2018-01-08 23:59:59.999,14902.54000000,26600.60991200,17.99710000,2112065.22000000,,,,
2018-01-09 23:59:59.999,14400.00000000,14315.00425300,17.39900000,1309277.95000000,,,,
2018-01-10 23:59:59.999,14907.09000000,17411.00165500,17.50000000,1172651.15000000,,,,
2018-01-11 23:59:59.999,13238.78000000,33554.72375100,21.20240000,3542366.83000000,,,,
2018-01-12 23:59:59.999,13740.01000000,16417.16213700,22.19990000,2902338.37000000,,,,
2018-01-13 23:59:59.999,14210.00000000,12221.50852800,22.02460000,1080455.71000000,,,,
2018-01-14 23:59:59.999,13474.99000000,17017.89432900,20.45410000,1384083.33000000,,,,
2018-01-15 23:59:59.999,13539.93000000,14652.09470500,19.33960000,2288556.77000000,,,,
2018-01-16 23:59:59.999,10900.00000000,63401.16917500,13.19960000,9933431.45000000,,,,
2018-01-17 23:59:59.999,10988.79000000,72331.79664600,14.19980000,9971697.17000000,,,,
2018-01-18 23:59:59.999,10961.97000000,48464.43493700,14.13970000,6699252.37000000,,,,
2018-01-19 23:59:59.999,11474.98000000,34129.37542100,14.94470000,3004070.17000000,,,,
2018-01-20 23:59:59.999,12799.94000000,28768.85782700,16.17120000,2617140.33000000,,,,
2018-01-21 23:59:59.999,11530.00000000,41379.77342600,14.13340000,3318363.34000000,,,,
2018-01-22 23:59:59.999,10760.05000000,43752.60679100,12.91000000,2873190.83000000,,,,
2018-01-23 23:59:59.999,10799.18000000,37473.92255200,13.10220000,2335831.96000000,,,,
2018-01-24 23:59:59.999,11349.99000000,27158.58776200,13.80000000,1947186.76000000,,,,
2018-01-25 23:59:59.999,11175.27000000,20839.95418300,13.19050000,1427643.05000000,,,,
2018-01-26 23:59:59.999,11089.00000000,33056.87196000,13.13440000,1788845.56000000,,,,
2018-01-27 23:59:59.999,11491.00000000,18860.76834500,13.39940000,992878.39000000,,,,
2018-01-28 23:59:59.999,11879.95000000,16887.33952400,13.77390000,1377401.90000000,,,,
2018-01-29 23:59:59.999,11251.00000000,14170.37753800,12.81500000,857953.21000000,,,,
2018-01-30 23:59:59.999,10237.51000000,25554.37294600,11.47490000,1322539.56000000,,,,
2018-01-31 23:59:59.999,10285.10000000,18015.95680500,11.31310000,947115.48000000,,,,
2018-02-01 23:59:59.999,9224.52000000,33564.76431100,9.51380000,2169016.01000000,,,,
2018-02-02 23:59:59.999,8873.03000000,49971.62697500,9.74840000,4023356.31000000,,,,
2018-02-03 23:59:59.999,9199.96000000,28725.00073500,9.72520000,2348921.72000000,,,,
2018-02-04 23:59:59.999,8184.81000000,32014.30844900,8.35110000,2015678.77000000,,,,
2018-02-05 23:59:59.999,6939.99000000,63403.18257900,6.73150000,3127797.46000000,,,,
2018-02-06 23:59:59.999,7652.14000000,100201.50030700,8.26300000,6158895.87000000,,,,
2018-02-07 23:59:59.999,7599.00000000,60778.46049700,8.06470000,4409292.58000000,,,,
2018-02-08 00:28:14.788,7784.02000000,1521.53731800,,,,,,
2018-02-09 23:59:59.999,8683.92000000,20482.91082500,9.86000000,2406640.35000000,,,,
2018-02-10 23:59:59.999,8533.98000000,49381.51265300,9.24480000,3349144.70000000,,,,
2018-02-11 23:59:59.999,8063.88000000,45025.18795200,8.67400000,3021732.48000000,,,,
2018-02-12 23:59:59.999,8903.00000000,41987.85049000,9.33890000,1912462.38000000,,,,
2018-02-13 23:59:59.999,8539.90000000,35454.97295600,9.01600000,1365850.96000000,,,,
2018-02-14 23:59:59.999,9449.99000000,40811.95286700,10.40960000,2568177.67000000,,,,
2018-02-15 23:59:59.999,10000.09000000,52427.59671500,10.86610000,4236021.22000000,,,,
2018-02-16 23:59:59.999,10159.98000000,38161.20597400,11.25000000,1968986.94000000,,,,
2018-02-17 23:59:59.999,11039.55000000,41882.10840700,11.66000000,2278513.20000000,,,,
2018-02-18 23:59:59.999,10383.43000000,61137.38072800,10.66310000,2183910.15000000,,,,
2018-02-19 23:59:59.999,11153.00000000,40831.41713100,11.06010000,1336755.03000000,,,,
2018-02-20 23:59:59.999,11200.99000000,48153.35428800,9.88880000,2357501.48000000,,,,
2018-02-21 23:59:59.999,10437.60000000,68113.81875400,9.37990000,2277445.93000000,,,,
2018-02-22 23:59:59.999,9811.04000000,67060.16648300,8.86000000,1792778.94000000,,,,
2018-02-23 23:59:59.999,10131.04000000,57202.70237000,9.69300000,1621549.49000000,,,,
2018-02-24 23:59:59.999,9694.51000000,40888.15629900,9.08730000,1356848.25000000,,,,
2018-02-25 23:59:59.999,9590.00000000,28373.51758600,9.35000000,888973.06000000,,,,
2018-02-26 23:59:59.999,10324.00000000,34878.29275600,9.91990000,1266163.05000000,,,,
2018-02-27 23:59:59.999,10569.04000000,30705.38512300,10.56000000,2377225.58000000,,,,
2018-02-28 23:59:59.999,10326.76000000,30800.98378200,10.45360000,1610363.07000000,,,,
2018-03-01 23:59:59.999,10920.00000000,25092.55393000,10.47680000,1224834.48000000,,,,
2018-03-02 23:59:59.999,11039.00000000,23910.71009000,10.23480000,710198.47000000,,,,
2018-03-03 23:59:59.999,11464.48000000,21287.15328000,10.23990000,636280.81000000,,,,
2018-03-04 23:59:59.999,11515.00000000,17295.91865300,10.41390000,591499.65000000,,,,
2018-03-05 23:59:59.999,11454.00000000,15144.23106300,10.08470000,467389.77000000,,,,
2018-03-06 23:59:59.999,10716.48000000,29515.57236300,9.38990000,939994.70000000,,,,
2018-03-07 23:59:59.999,9910.00000000,50647.67108000,9.04050000,2930631.06000000,,,,
2018-03-08 23:59:59.999,9271.64000000,41109.47322600,8.27030000,1878677.62000000,,,,
2018-03-09 23:59:59.999,9227.00000000,64112.29140700,8.28070000,1949612.67000000,,,,
2018-03-10 23:59:59.999,8770.22000000,37180.01285700,7.65000000,2213393.39000000,,,,
2018-03-11 23:59:59.999,9533.57000000,44325.97338600,8.26800000,2660649.85000000,,,,
2018-03-12 23:59:59.999,9131.34000000,42230.77793000,8.03400000,2529859.67000000,,,,
2018-03-13 23:59:59.999,9150.00000000,40191.40935800,10.21880000,7227864.56000000,,,,
2018-03-14 23:59:59.999,8170.00000000,49708.09410800,8.92430000,5154134.62000000,,,,
2018-03-15 23:59:59.999,8240.98000000,52291.02227700,9.10470000,4274358.77000000,,,,
2018-03-16 23:59:59.999,8260.00000000,38815.40989300,9.06450000,4046429.23000000,,,,
2018-03-17 23:59:59.999,7824.80000000,33110.20632900,8.92310000,3951199.27000000,,,,
2018-03-18 23:59:59.999,8189.99000000,59488.23171100,8.96480000,3959581.29000000,,,,
2018-03-19 23:59:59.999,8600.00000000,55297.08494200,9.03500000,3907835.70000000,,,,
2018-03-20 23:59:59.999,8909.98000000,44865.10583500,9.16180000,3926209.35000000,,,,
2018-03-21 23:59:59.999,8885.00000000,39972.40537100,9.97770000,4959307.31000000,,,,
2018-03-22 23:59:59.999,8722.90000000,40617.55680900,10.08060000,4709042.44000000,,,,
2018-03-23 23:59:59.999,8898.03000000,39991.00766600,11.73970000,5510835.71000000,,,,
2018-03-24 23:59:59.999,8546.86000000,35466.60957200,13.23980000,8441747.33000000,,,,
2018-03-25 23:59:59.999,8470.15000000,29001.76931600,12.95000000,6175307.17000000,,,,
2018-03-26 23:59:59.999,8134.23000000,44033.59566000,12.05000000,5486492.23000000,,,,
2018-03-27 23:59:59.999,7795.51000000,37427.64805000,11.54040000,4077306.58000000,,,,
2018-03-28 23:59:59.999,7949.30000000,26401.33167000,11.68880000,3219334.40000000,,,,
2018-03-29 23:59:59.999,7090.14000000,54620.91512500,10.18770000,3602154.55000000,,,,
2018-03-30 23:59:59.999,6840.23000000,65306.03197600,10.39550000,3795257.43000000,,,,
2018-03-31 23:59:59.999,6923.91000000,36868.53908700,11.05100000,4177534.21000000,,,,
2018-04-01 23:59:59.999,6813.01000000,44071.43046300,11.07670000,4095797.21000000,,,,
2018-04-02 23:59:59.999,7056.00000000,32123.56007200,12.59960000,4507155.16000000,,,,
2018-04-03 23:59:59.999,7405.21000000,37787.33181100,13.30500000,5149823.24000000,,,,
2018-04-04 23:59:59.999,6796.10000000,42227.18380400,12.21000000,5112820.69000000,,,,
2018-04-05 23:59:59.999,6770.76000000,39029.73146000,12.48880000,4295442.59000000,,,,
2018-04-06 23:59:59.999,6601.39000000,27455.01192000,12.25990000,3151837.66000000,,,,
2018-04-07 23:59:59.999,6895.80000000,32269.57826700,12.50000000,3256833.91000000,,,,
2018-04-08 23:59:59.999,7018.00000000,21427.67316500,12.13110000,3085224.78000000,,,,
2018-04-09 23:59:59.999,6782.72000000,34078.29720600,11.88880000,3011093.55000000,,,,
2018-04-10 23:59:59.999,6843.90000000,22326.72809500,12.09040000,3449392.51000000,,,,
2018-04-11 23:59:59.999,6953.79000000,23997.87117700,12.33000000,3394146.16000000,,,,
2018-04-12 23:59:59.999,7923.00000000,64861.59598700,13.00870000,4889173.13000000,,,,
2018-04-13 23:59:59.999,7877.41000000,55044.52314800,13.52000000,5339975.42000000,,,,
2018-04-14 23:59:59.999,7999.01000000,31621.28635700,13.28880000,3521128.98000000,,,,
2018-04-15 23:59:59.999,8355.00000000,27946.72044400,13.09890000,3854973.61000000,,,,
2018-04-16 23:59:59.999,8064.92000000,36664.06971500,12.23420000,2709514.47000000,,,,
2018-04-17 23:59:59.999,7885.02000000,32152.60356700,11.77700000,2444511.00000000,,,,
2018-04-18 23:59:59.999,8173.00000000,26969.04457000,12.29990000,2739464.35000000,,,,
2018-04-19 23:59:59.999,8278.00000000,27113.84746400,12.36100000,2401088.65000000,,,,
2018-04-20 23:59:59.999,8856.98000000,39795.33748500,12.58580000,2737433.33000000,,,,
2018-04-21 23:59:59.999,8915.31000000,40872.22990900,13.33020000,4556037.09000000,,,,
2018-04-22 23:59:59.999,8787.02000000,29458.25348000,12.88880000,2564431.16000000,,,,
2018-04-23 23:59:59.999,8934.01000000,25838.11470900,13.64500000,4448320.55000000,,,,
2018-04-24 23:59:59.999,9619.99000000,46268.79010600,15.08950000,4773630.91000000,,,,
